epoch,train loss,val loss,swa
0.0,0.5004231736063958,0.49865456521511076,n
19.0,0.32190758055076,0.4704350858926773,y
39.0,0.05913265293929726,0.4194412604207173,y
59.0,0.031945012259529906,0.4530136741930619,y
79.0,0.0236906036730943,0.4302401912587811,y
99.0,0.019254411187318965,0.39610346081617537,y
119.0,0.008987075904809672,0.4065223579466874,y
